PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Nama Posyandu
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,SALULEMO
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,LOMBE
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,LEMO - LEMO
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,BATU SIKUTTU
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,KALO’BANG
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,SEPPONG
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,KALAUSU
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,MAKULA
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,TAPAKO 1
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,TAPAKO 2
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,SEJAHTERA
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,AZZAHRAH
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,RESTU BUNDA
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,TUNAS HARAPAN
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,AL MUNAWARA
SULAWESI BARAT,MAMASA,ARALLE,BARURU,INGIN SEHAT
SULAWESI BARAT,MAMASA,ARALLE,BARURU,KANANDASSI
SULAWESI BARAT,MAMASA,ARALLE,BARURU,HARAPAN JAYA
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,SAYANG BUNDA
SULAWESI BARAT,MAMASA,ARALLE,KALABE,SALU LEMO
SULAWESI BARAT,MAMASA,ARALLE,KALABE,MAWAR
SULAWESI BARAT,MAMASA,ARALLE,KALABE,MELATI
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,CEMPAKA
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,TANASOKLALANG
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,PETAMANAK
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,MERPATI
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,SINAR MEKAR
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,ASOKA
SULAWESI BARAT,MAMASA,BALLA,BALLA,MINANGA
SULAWESI BARAT,MAMASA,BALLA,BALLA,KOKI
SULAWESI BARAT,MAMASA,BALLA,BALLA,RANTESEPANG
SULAWESI BARAT,MAMASA,BALLA,BALLA,KAMPUNG BARU
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,BULO
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,RANTELIANG
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,AMPILLI
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,BALLA PEU'
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,BAMBAPUANG
SULAWESI BARAT,MAMASA,BALLA,PIDARA,PIDARA
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,MESAKADA
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,SALUNATA
SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,HARAPAN JAYA
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,RANTEPALADO
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,KARAKEAN 1
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,KARAKEAN 2
SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,LIMBA DEBATA
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,MASOSO
SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,TOMBA
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,SALUTABANG
SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,RANTELEMO
SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,RANTETARIMA
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,SALUASSING
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,SALUBULO
SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,SALUDENGEN
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,RANTEKIRAK
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,SALUKEPOPO
SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,SALURURU
SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,TUNAS BARU
SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,SIKAMASE
SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,BINA SEHAT
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,ULUMAMBI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,ULUMAMBI BARAT
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,GARONGGONG
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,LALAMPEUK
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,MAJU BERKARYA
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,NUSA INDAH
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,SINAR KASIH
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,SIKAMBIK
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,MESAKADA
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,TUNAS HARAPAN 1
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,TUNAS HARAPAN 2
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,KONDO
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,PELEKOKAN
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,RANTETARIMA
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,MELATI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,PEPONDANGAN
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,SIKAMBIK
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,SALURINDUK
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,MESAKADA
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,KADOLANG
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,TOKKALABAK
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,ALLAKSALU
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,PATOBA
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,SIRANDE
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,TAORA
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,KARANGAN
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,BARRA-BARRA
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,BOMBONG LAMBE
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,KILO LIMA
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,LUMBATU
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,RANTE LEMO
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,BUNTU BUDA
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,LOPE'
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,KALIMBUANG
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,MAMA
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,PENA 1
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,PA'KASSASAN
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,LOMBONAN
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,PEMBU
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,BARUNG
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,PENA 2
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,SALULO
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,LOMBOK
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,BANGGO
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,DAMA-DAMA
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,MASKO
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,LOKO
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,PAO
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,RANDELANGI'
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,OSANGO 1
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,OSANGO 2
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,BUNTU KASISI
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,RANTE KATOAN
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,MONGIN
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,PEBASSIAN
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,SIROPE
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,PANGKALI
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,KOLE'
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,RANTE BUDA
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,RANTE KAIPA
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,PA'TO
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,TAUPE
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,PA'LA
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,NEKKE
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,TONDOK BAKARU
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,RANTE PONGKO
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,BUJUNG MANURUNG
SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,INDOBANUA
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,MAMBI
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,PAMMOSEANG
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,RANTEBULAHAN
SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,SALUALO
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,SALUBANUA
SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,SALUDURIAN
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,SALUMAKA
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,SENDANA
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,SONDONG LAJUK
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,TALIPPUKI MAERANG
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,TALIPPUKI
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,TAPALINA
SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,BOTTENG
SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,KONDO
SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,LEKOSUKAMAJU
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,MEHALAAN
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,MEHALAAN BARAT
SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,MESAKADA
SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,PASSEMBUK
SULAWESI BARAT,MAMASA,MEHALAAN,RANO,RANO
SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,SALUAHOK
SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,SALUBALOK
SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,SALUKONTA
SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,ULUMEA
SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,M. BULAWAN
SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,KONDO
SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,SEJAHTERA
SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,T. HARAPAN
SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,E. PAGI
SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,T. RARA
SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,VINOLIA
SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,SIKUKU
SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,S. KEMBA
SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,ANGGREK
SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,EDELWEIS
SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,MELATI
SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,MAWAR
SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,TULIP
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,ERAN GAYANG/BATUPAPAN
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,MATAHARI/LEPPAN
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,PAGODA/BOTTIK
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,MAWAR/MIARANG
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,TULIP/RATTE
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,SERUNI/PASANG
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,KEMBANG SEPATU/RATTEPOPO'
SULAWESI BARAT,MAMASA,NOSU,MINANGA,ANGGREK
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,DAHLIA/LEKKONG
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,KENANGA/KANAN LEKKONG
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,KAMBOJA
SULAWESI BARAT,MAMASA,NOSU,NOSU,KENARI/LUMIKA
SULAWESI BARAT,MAMASA,NOSU,NOSU,LIDAH BUAYA/MANGNGI
SULAWESI BARAT,MAMASA,NOSU,NOSU,MEKAR/SALU
SULAWESI BARAT,MAMASA,NOSU,PARINDING,ASOKA/PARINDING
SULAWESI BARAT,MAMASA,NOSU,SIWI,CEMPAKA/SIWI
SULAWESI BARAT,MAMASA,NOSU,SIWI,MELATI/KANAN SIWI
SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,TETANG
SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,PALIAN
SULAWESI BARAT,MAMASA,PANA,KARAKA,KARAKA
SULAWESI BARAT,MAMASA,PANA,KARAKA,TUPPANG
SULAWESI BARAT,MAMASA,PANA,MAMULLU,POKKOK
SULAWESI BARAT,MAMASA,PANA,MAMULLU,PAKEN
SULAWESI BARAT,MAMASA,PANA,MANIPI,BARANA
SULAWESI BARAT,MAMASA,PANA,MANIPI,MANIPI
SULAWESI BARAT,MAMASA,PANA,MANIPI,BANDA/PUANG
SULAWESI BARAT,MAMASA,PANA,MANIPI,SANDANA BARRU
SULAWESI BARAT,MAMASA,PANA,PANA,BATUPAPAN
SULAWESI BARAT,MAMASA,PANA,PANURA,PANURA'
SULAWESI BARAT,MAMASA,PANA,PANURA,URIO
SULAWESI BARAT,MAMASA,PANA,PANURA,LOMBONAN
SULAWESI BARAT,MAMASA,PANA,SALOAN,KABAE
SULAWESI BARAT,MAMASA,PANA,SALOAN,SALOAN
SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,WAKA
SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,TOKKA
SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,MARUANGIN
SULAWESI BARAT,MAMASA,PANA,SAPAN,SAPAN
SULAWESI BARAT,MAMASA,PANA,SAPAN,BEANG
SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,AWO
SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,ALLA'
SULAWESI BARAT,MAMASA,PANA,ULUSALU,TOMBANG LEA
SULAWESI BARAT,MAMASA,PANA,ULUSALU,SANDANA BULO
SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,ORONG
SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,SIPATE
SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,LIASA
SULAWESI BARAT,MAMASA,PANA,WERI,WERI
SULAWESI BARAT,MAMASA,PANA,WERI,SALULIMBONG
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,SIKAMASE
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,MAWAR
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,MELATI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,KIRAK
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,LEKO
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,PEDULI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,SIKA
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,SALUBELAK
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,SALUMAYANG
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,TERPADU LINDU
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,TANETE
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,RANTE
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,SAMPALE
SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,TANDIALLO
SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,BERINGIN
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,KAMPINISAN
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,LEMPANGAN
SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,MALIMBONG
SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,SEJUK
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,DELIMA
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,PEPAYA
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,ALVOKAT
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,PONGKO'
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,MINANGA
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,PALADAN
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,RANTE BUNTU LEPONG
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,TALODO
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,PAMBE
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,SALUBUE
SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,SATANETEAN
SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,SIKAMASE
SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,SALUBEANG
SULAWESI BARAT,MAMASA,SUMARORONG,BATANG URU,DAUN RARA
SULAWESI BARAT,MAMASA,SUMARORONG,BATANG URU,SIKAMALI'
SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,SALURAN KABANIRAN
SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,SALU
SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,RANTEKAMASE
SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,KADA MALUTE
SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,SALUBASSI
SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,PERMATASARI
SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,SALULOMBEK
SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,OSOKAN MANISAN
SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,SUMARORONG
SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,MESAKADA
SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,SIPALAMBAN
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,BAU
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,LEMUTAN
SULAWESI BARAT,MAMASA,TABANG,KALAMA,KALAMA'
SULAWESI BARAT,MAMASA,TABANG,KALAMA,KALOKKO
SULAWESI BARAT,MAMASA,TABANG,MASUPU,MASUPPU
SULAWESI BARAT,MAMASA,TABANG,MASUPU,KALAWA'
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,SALUKONA
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,RATTEIYA
SULAWESI BARAT,MAMASA,TABANG,TABANG,LADI
SULAWESI BARAT,MAMASA,TABANG,TABANG,T. BAKARU
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,MAWA'
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,REA
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,TULLU
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,TURUNAN
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,RARUNAN
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,TIMBAAN
SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,TAMALATE SIKAMASE/BURANA
SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,GANDANG DEWATA
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,RANTE
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,SALULOSSA
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,BAKENG
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,REA/LAKAHANG UTAMA
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,TALLUSIKAMBIK
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,SALUDADEKO UTAMA
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,SALU BULUNG
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,TUNAS HARAPAN
SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,PANGANDARAN
SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,PERIANGAN
SULAWESI BARAT,MAMASA,TABULAHAN,PEU',PEU'
SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,SALUBAKKA
SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,SALULEANG
SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,BULO MAPPA/TABULAHAN
SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,TALOPA
SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,TAMPO
SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,ULU LAKAHANG
SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,PEPATIAN
SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,TIMORO
SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,BALABATU
SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,KANAN
SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,MALABO
SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,MANNABABA
SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,MESAKADA
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,MINAKE
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,BALAMBANG
SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,PAMBE
SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,PARONDOBULAWAN
SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,SALURANO
SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,SINDAGAMANIK
SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,TALIMBUNG
SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,TAMALANTIK
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,KEMBANG SEPATU 3
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,KEMBANG SEPATU 1
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,KEMBANG SEPATU 2
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,ANYELIR 2
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,ANYELIR 1
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,MAWAR
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,BOUGENVILLE
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,SERUNI
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,SIKAMASE
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,ANNISA
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,ASTER
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,DAHLIA
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,EDELWEIS
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,ANGGREK
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,MELATI
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,SEDAP MALAM
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,FLAMBOYAN 1
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,FLAMBOYAN 2
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,FLAMBOYAN 3
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,FLAMBOYAN 4
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,PALEM I
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,PALEM II
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,TERATAI
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,TERKINI
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,MAWAR
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,ANGGREK
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,ASOKA
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,HUSADA
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,MAWAR
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,DELIMA
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,MELATI
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,ANGGREK
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,FLAMBOYAN
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,CEMPAKA
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,EDELWEIS
